filename,mood
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00001.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00002.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00003.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00004.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00005.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00006.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00007.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00008.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00009.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00010.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00011.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00012.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00013.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00014.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00015.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00016.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00017.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00018.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00019.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00020.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00021.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00022.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00023.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00024.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00025.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00026.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00027.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00028.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00029.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00030.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00031.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00032.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00033.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00034.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00035.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00036.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00037.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00038.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00039.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00040.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00041.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00042.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00043.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00044.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00045.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00046.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00047.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00048.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00049.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00050.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00051.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00052.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00053.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00054.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00055.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00056.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00057.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00058.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00059.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00060.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00061.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00062.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00063.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00064.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00065.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00066.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00067.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00068.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00069.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00070.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00071.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00072.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00073.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00074.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00075.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00076.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00077.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00078.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00079.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00080.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00081.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00082.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00083.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00084.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00085.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00086.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00087.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00088.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00089.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00090.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00091.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00092.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00093.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00094.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00095.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00096.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00097.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00098.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\disco\disco.00099.wav,Energetic
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00000.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00001.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00002.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00003.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00004.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00005.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00006.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00007.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00008.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00009.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00010.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00011.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00012.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00013.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00014.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00015.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00016.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00017.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00018.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00019.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00020.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00021.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00022.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00023.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00024.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00025.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00026.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00027.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00028.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00029.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00030.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00031.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00032.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00033.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00034.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00035.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00036.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00037.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00038.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00039.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00040.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00041.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00042.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00043.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00044.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00045.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00046.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00047.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00048.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00049.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00050.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00051.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00052.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00053.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00054.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00055.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00056.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00057.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00058.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00059.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00060.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00061.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00062.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00063.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00064.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00065.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00066.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00067.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00068.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00069.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00070.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00071.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00072.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00073.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00074.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00075.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00076.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00077.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00078.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00079.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00080.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00081.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00082.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00083.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00084.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00085.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00086.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00087.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00088.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00089.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00090.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00091.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00092.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00093.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00094.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00095.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00096.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00097.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00098.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\hiphop\hiphop.00099.wav,Angry
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00000.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00001.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00002.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00003.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00004.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00005.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00006.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00007.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00008.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00009.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00010.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00011.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00012.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00013.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00014.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00015.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00016.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00017.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00018.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00019.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00020.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00021.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00022.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00023.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00024.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00025.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00026.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00027.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00028.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00029.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00030.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00031.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00032.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00033.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00034.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00035.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00036.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00037.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00038.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00039.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00040.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00041.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00042.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00043.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00044.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00045.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00046.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00047.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00048.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00049.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00050.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00051.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00052.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00053.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00054.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00055.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00056.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00057.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00058.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00059.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00060.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00061.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00062.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00063.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00064.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00065.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00066.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00067.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00068.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00069.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00070.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00071.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00072.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00073.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00074.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00075.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00076.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00077.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00078.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00079.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00080.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00081.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00082.wav,Calm
C:\Users\orial\OneDrive\Desktop\archive\Data\genres_original\jazz\jazz.00083.wav,Calm
